,case_number,country,area,sex,age,time,month,decade
3251,1968.04.11.R,Papua New Guinea,Gulf Province,M,7,unknown,04,1960
3252,1968.04.07,Australia,New South Wales,M,47,morning,04,1960
3253,1968.03.25,South Africa,Kwazulu-Natal,M,35,afternoon,03,1960
3254,1968.03.10,USA,Florida,M,20,afternoon,03,1960
3255,1968.03.00,USA,Florida,M,28,night,03,1960
3256,1968.02.26,USA,Florida,M,17,afternoon,02,1960
3257,1968.02.20,Australia,Western Australia,F,14,afternoon,02,1960
3258,1968.02.18,New Zealand,North Island,F,27,unknown,02,1960
3259,1968.02.04,Australia,South Australia,M,26,evening,02,1960
3263,1968.00.00.c,Costa Rica,Limón Province,M,27,unknown,unknown,1960
3266,1967.12.30,South Africa,Western Cape Province,M,22,afternoon,12,1960
3267,1967.12.21.R,Papua New Guinea,Central Province,M,32,unknown,12,1960
3269,1967.12.17,Australia,Victoria,M,59,morning,12,1960
3271,1967.11.30.b,Australia,New South Wales,M,15,unknown,11,1960
3272,1967.11.30.a,Australia,Queensland,M,18,unknown,11,1960
3275,1967.11.00,South Africa,Kwazulu-Natal,F,27,unknown,11,1960
3277,1967.10.17,USA,Florida,M,19,afternoon,10,1960
3279,1967.09.20,USA,Hawaii,M,27,unknown,09,1960
3280,1967.09.13,Italy,Brindisi Province,M,21,unknown,09,1960
3283,1967.09.06,Papua New Guinea,New Ireland Province,M,27,unknown,09,1960
3284,1967.09.01,Papua New Guinea,New Ireland Province,M,23,unknown,09,1960
3285,1967.08.27,USA,California,M,24,afternoon,08,1960
3286,1967.08.26,Japan,Kagawa Prefecture,M,19,afternoon,08,1960
3287,1967.08.25,Italy,Liguria,M,27,unknown,08,1960
3288,1967.08.19,Australia,Western Australia,M,23,morning,08,1960
3289,1967.08.15,Bermuda,Hamilton,F,19,afternoon,08,1960
3291,1967.08.10,Australia,New South Wales,M,19,night,08,1960
3292,1967.08.07,USA,Florida,M,15,afternoon,08,1960
3293,1967.08.00.b,Bahamas,Out Islands,M,41,afternoon,08,1960
3294,1967.08.00.a,Senegal,Cap Vert Peninsula,M,27,night,08,1960
3295,1967.07.29,USA,Florida,M,20,afternoon,07,1960
3296,1967.07.05,Turkey,Mugla Province,M,36,afternoon,07,1960
3297,1967.07.00,USA,South Carolina,M,18,afternoon,07,1960
3298,1967.06.13,USA,Florida,M,26,afternoon,06,1960
3299,1967.06.00,Italy,Sicily,M,27,unknown,06,1960
3300,1967.05.13,Australia,South Australia,M,30,morning,05,1960
3302,1967.04.00,United Kingdom,Gibraltar,M,60,unknown,04,1960
3303,1967.03.20,New Zealand,North Island,M,21,afternoon,03,1960
3304,1967.03.19,South Africa,Kwazulu-Natal,M,32,morning,03,1960
3305,1967.03.12,Australia,Victoria,M,36,afternoon,03,1960
3307,1967.03.09,New Zealand,South Island,M,21,evening,03,1960
3308,1967.03.01,Papua New Guinea,New Britain,M,14,unknown,03,1960
3309,1967.02.06,Mexico,Veracruz,M,27,afternoon,02,1960
3311,1967.01.22,South Africa,Western Cape Province,M,27,unknown,01,1960
3312,1967.01.21,Mozambique,Bay Of Maputo,M,31,unknown,01,1960
3313,1967.01.06,Australia,Victoria,M,15,unknown,01,1960
3314,1966.12.31,Australia,Tasmania,M,30,unknown,12,1960
3315,1966.12.27.b,Australia,New South Wales,M,29,unknown,12,1960
3316,1966.12.27.a,Australia,New South Wales,M,19,unknown,12,1960
3320,1966.11.00,Papua New Guinea,New Ireland Province,F,9,unknown,11,1960
3321,1966.10.30,Papua New Guinea,New Ireland Province,F,13,morning,10,1960
3322,1966.10.29,Papua New Guinea,New Ireland Province,F,8,morning,10,1960
3323,1966.09.27,Australia,Queensland,M,32,afternoon,09,1960
3324,1966.09.19,USA,Hawaii,M,20,unknown,09,1960
3325,1966.09.18,Australia,Western Australia,M,27,unknown,09,1960
3326,1966.09.13,Australia,Western Australia,M,27,afternoon,09,1960
3327,1966.09.10,Australia,Western Australia,M,43,afternoon,09,1960
3328,1966.09.08.b,USA,Florida,M,14,unknown,09,1960
3329,1966.09.00,Bahamas,Bimini Islands,M,27,unknown,09,1960
3330,1966.08.28,Australia,Northern Territory,M,27,unknown,08,1960
3331,1966.08.27.b,South Africa,Kwazulu-Natal,M,27,unknown,08,1960
3332,1966.08.27.a,Bahamas,Bimini Islands,F,18,afternoon,08,1960
3333,1966.08.21.b,New Britain,Duke Of York Islands,F,13,afternoon,08,1960
3334,1966.08.21.a,New Britain,Duke Of York Islands,F,9,afternoon,08,1960
3335,1966.08.16,Croatia,Primorje-Gorski Kotar County,M,33,unknown,08,1960
3337,1966.08.13,Italy,Taranto Province,M,21,unknown,08,1960
3338,1966.08.00.b,USA,Delaware,M,26,afternoon,08,1960
3339,1966.08.00.a,USA,Florida,M,8,afternoon,08,1960
3340,1966.07.31,USA,Texas,M,16,unknown,07,1960
3341,1966.07.19,USA,South Carolina,M,34,evening,07,1960
3342,1966.07.17.b,USA,Texas,M,14,afternoon,07,1960
3343,1966.07.17.a,Taiwan,Northern Taiwan,M,20,unknown,07,1960
3344,1966.07.14,Papua New Guinea,"Admiralty Islands, Manus Province",F,25,unknown,07,1960
3345,1966.07.03,USA,Florida,M,46,morning,07,1960
3347,1966.06.22,USA,New Jersey,M,15,afternoon,06,1960
3348,1966.06.11,USA,Florida,M,18,morning,06,1960
3349,1966.06.04,USA,Texas,M,18,afternoon,06,1960
3350,1966.06.02,French Polynesia,Society Islands,M,27,afternoon,06,1960
3351,1966.05.20.c,Australia,New South Wales,M,40,night,05,1960
3352,1966.05.20.b,Australia,New South Wales,M,27,night,05,1960
3354,1966.05.16.b,USA,Florida,M,24,afternoon,05,1960
3356,1966.04.08,USA,Puerto Rico,M,25,afternoon,04,1960
3357,1966.04.00,Australia,New South Wales,M,27,unknown,04,1960
3359,1966.03.12,Sudan,Red Sea,M,27,unknown,03,1960
3360,1966.02.27,Australia,New South Wales,M,13,afternoon,02,1960
3361,1966.01.29,South Africa,Western Cape Province,M,33,afternoon,01,1960
3363,1966.01.22,USA,California,M,29,morning,01,1960
3364,1966.01.15,Australia,New South Wales,M,30,unknown,01,1960
3366,1966.01.11,South Africa,Eastern Cape Province,M,16,morning,01,1960
3367,1966.01.10,Australia,Western Australia,M,43,unknown,01,1960
3368,1966.01.09,South Africa,Kwazulu-Natal,M,15,afternoon,01,1960
3369,1966.01.08,New Zealand,North Island,F,15,afternoon,01,1960
3370,1966.01.05,USA,Florida,M,35,afternoon,01,1960
3371,1966.00.00,USA,California,F,15,afternoon,unknown,1960
3372,1965.12.28,Australia,Western Australia,M,40,unknown,12,1960
3375,1965.11.21.b,Australia,Queensland,M,43,unknown,11,1960
3376,1965.11.21.a,Pacific Ocean,"250 Miles Southwest Of O'Ahu, Hawaii",M,44,evening,11,1960
3378,1965.11.03.a,Australia,Queensland,M,24,afternoon,11,1960
3380,1965.10.16.b,Bahamas,New Providence Island,M,32,unknown,10,1960
3381,1965.10.16.a,Bahamas,New Providence Island,F,27,unknown,10,1960
3382,1965.10.10,New Britain,West Coast,M,15,unknown,10,1960
3383,1965.10.00,Papua New Guinea,New Britain,M,27,unknown,10,1960
3384,1965.09.21,Papua New Guinea,Madang Province,M,27,unknown,09,1960
3385,1965.09.12,Papua New Guinea,East Sepik,M,27,afternoon,09,1960
3386,1965.09.08,Mexico,Veracruz,M,23,evening,09,1960
3388,1965.08.26,USA,New Jersey,M,15,afternoon,08,1960
3389,1965.07.30,Bahamas,Bimini Islands,M,27,unknown,07,1960
3390,1965.07.26,Mexico,Veracruz,M,25,afternoon,07,1960
3392,1965.06.19,USA,Florida,M,6,unknown,06,1960
3393,1965.06.18,USA,Florida,M,27,unknown,06,1960
3394,1965.06.09,Mexico,Veracruz,M,38,afternoon,06,1960
3395,1965.06.00.b,Papua New Guinea,Near Bougainville North Solomons,M,27,unknown,06,1960
3397,1965.05.29,Mexico,Veracruz,M,27,afternoon,05,1960
3398,1965.05.28,Mexico,Veracruz,M,27,unknown,05,1960
3401,1965.05.00.a,Mexico,Veracruz,M,35,unknown,05,1960
3402,1965.04.29,USA,Florida,M,49,afternoon,04,1960
3403,1965.04.25,USA,California,M,19,afternoon,04,1960
3404,1965.04.10,USA,Florida,M,28,morning,04,1960
3405,1965.04.04.b,Palau,Western Caroline Islands,M,8,afternoon,04,1960
3406,1965.04.04.a,USA,Florida,M,17,morning,04,1960
3407,1965.03.23,USA,Puerto Rico,M,27,morning,03,1960
3408,1965.03.14,USA,Florida,M,16,afternoon,03,1960
3409,1965.02.14,South Africa,Kwazulu-Natal,M,25,afternoon,02,1960
3410,1965.02.04,USA,Massachusetts,M,18,afternoon,02,1960
3411,1965.01.25,USA,California,M,21,unknown,01,1960
3412,1965.01.23,South Africa,Kwazulu-Natal,M,22,afternoon,01,1960
3413,1965.01.16,South Africa,Kwazulu-Natal,M,20,afternoon,01,1960
3414,1965.01.10,Australia,Victoria,M,27,unknown,01,1960
3415,1965.01.09,New Guinea,Central Province,M,30,unknown,01,1960
3416,1965.00.00.g,USA,Texas,M,13,unknown,unknown,1960
3417,1965.00.00.f,USA,California,M,16,unknown,unknown,1960
3418,1965.00.00.e,USA,Florida,M,27,unknown,unknown,1960
3419,1965.00.00.d,Red Sea,East Of The Gulf Of Aqaba,M,27,unknown,05,1960
3421,1965.00.00.b,Vanuatu,Malampa Province,M,27,unknown,unknown,1960
3423,1964.12.25,South Africa,Eastern Cape Province,M,19,afternoon,12,1960
3424,1964.12.10.b,Papua New Guinea,Bougainville North Solomons,M,27,unknown,12,1960
3426,1964.12.09,Papua New Guinea,Bougainville North Solomons,M,28,afternoon,12,1960
3427,1964.12.06,Kenya,Coast Province,M,10,unknown,12,1960
3428,1964.11.29,Australia,Victoria,M,25,afternoon,11,1960
3429,1964.11.18,Australia,Queensland,M,29,afternoon,11,1960
3430,1964.11.13,Australia,New South Wales,M,25,unknown,11,1960
3432,1964.10.31,South Africa,Kwazulu-Natal,M,27,unknown,10,1960
3434,1964.10.04,Australia,Western Australia,M,19,morning,10,1960
3436,1964.09.20,Taiwan,Northern Taiwan,M,32,afternoon,09,1960
3437,1964.09.07,Taiwan,Northern Taiwan,M,20,afternoon,09,1960
3438,1964.08.26,USA,Florida,M,14,afternoon,08,1960
3439,1964.08.23,Mexico,Guerrero,M,19,afternoon,08,1960
3440,1964.08.22,USA,Florida,M,18,morning,08,1960
3441,1964.08.21,USA,Florida,M,27,morning,08,1960
3442,1964.08.08,USA,Florida,M,28,afternoon,08,1960
3443,1964.08.03,Japan,Okayama Prefecture,M,12,unknown,08,1960
3444,1964.08.00,Panama,San Blas,M,21,unknown,08,1960
3445,1964.07.27,USA,Puerto Rico,M,22,morning,07,1960
3446,1964.07.16,South Africa,Kwazulu-Natal,M,30,unknown,07,1960
3448,1964.07.08.b,South Africa,Kwazulu-Natal,M,52,unknown,07,1960
3449,1964.07.08.a,USA,Florida,M,27,unknown,07,1960
3450,1964.07.00.b,Papua New Guinea,New Ireland Province,M,27,unknown,07,1960
3453,1964.06.28,USA,New York,F,29,night,06,1960
3455,1964.06.17,Papua New Guinea,New Britain,M,27,unknown,06,1960
3456,1964.06.23,Fiji,Lau Group,M,23,unknown,06,1960
3457,1964.06.02,South Africa,Kwazulu-Natal,M,40,unknown,06,1960
3458,1964.05.30,Panama,Caribbean Coast,M,47,unknown,05,1960
3459,1964.05.08,Fiji,Vita Levu,M,35,morning,05,1960
3460,1964.05.00,Panama,San Blas Islands,M,13,unknown,05,1960
3461,1964.04.07,Papua New Guinea,Madang Province,M,27,unknown,04,1960
3462,1964.03.28.b,Australia,South Australia,M,19,unknown,03,1960
3463,1964.03.28.a,Papua New Guinea,Central Province,M,32,night,03,1960
3464,1964.03.05,USA,Florida,M,38,afternoon,03,1960
3465,1964.03.00,Senegal,Cap Vert Peninsula,M,27,unknown,03,1960
3468,1964.02.14.a,Fiji,Vanua Levu,M,17,morning,02,1960
3469,1964.02.11,New Zealand,North Island,M,27,afternoon,02,1960
3470,1964.02.10,New Zealand,North Island,M,26,evening,02,1960
3471,1964.02.08,South Africa,Western Cape Province,M,25,morning,02,1960
3472,1964.02.05.b,New Zealand,North Island,M,27,unknown,02,1960
3473,1964.02.05.a,New Zealand,South Island,M,19,morning,02,1960
3474,1964.02.02,Australia,Queensland,M,23,morning,02,1960
3476,1964.02.00.b,USA,Florida,M,12,unknown,02,1960
3477,1964.02.00.a,Costa Rica,Puntarenas Province,M,27,unknown,02,1960
3479,1964.01.23,South Africa,Eastern Cape Province,M,39,afternoon,01,1960
3480,1964.01.22,South Africa,Eastern Cape Province,M,17,morning,01,1960
3482,1964.01.18,Australia,Western Australia,M,27,unknown,01,1960
3483,1964.01.11,USA,California,M,21,afternoon,01,1960
3484,1964.01.06.R,Papua New Guinea,New Britain,M,27,unknown,01,1960
3485,1964.01.04,Fiji,"Lomaloma, Lau",F,20,afternoon,01,1960
3487,1964.01.01.a,South Africa,Western Cape Province,M,27,evening,01,1960
3488,1964.01.00,New Zealand,North Island,M,27,morning,01,1960
3489,1963.12.29,South Africa,Kwazulu-Natal,F,20,afternoon,12,1960
3490,1963.12.26.b,South Africa,Kwazulu-Natal,M,24,afternoon,12,1960
3491,1963.12.26.a,Australia,Queensland,M,27,morning,12,1960
3492,1963.12.25,South Africa,Eastern Cape Province,M,18,afternoon,12,1960
3493,1963.12.22.b,Atlantic Ocean,Between Southampton & Canary Islands,F,27,unknown,12,1960
3494,1963.12.22.a,South Africa,Kwazulu-Natal,M,13,evening,12,1960
3495,1963.12.21,Australia,New South Wales,M,27,unknown,12,1960
3496,1963.12.20.b,South Africa,Western Cape Province,M,27,afternoon,12,1960
3497,1963.12.20.a,South Africa,Kwazulu-Natal,M,15,afternoon,12,1960
3498,1963.12.08,Australia,South Australia,M,23,afternoon,12,1960
3499,1963.12.04.R,New Britain,"South Coast, East New Britain",M,22,unknown,12,1960
3500,1963.11.30.b,New Zealand,South Island,M,20,afternoon,11,1960
3501,1963.11.30.a,Papua New Guinea,Gulf Province,F,18,afternoon,11,1960
3502,1963.11.28,Fiji,Lau Province,F,21,morning,11,1960
3503,1963.11.25,Fiji,Vita Levu,M,25,afternoon,11,1960
3504,1963.11.16.R,Italy,Sicily,M,28,unknown,11,1960
3505,1963.11.14,Australia,Queensland,M,27,unknown,11,1960
3506,1963.11.12,USA,Florida,M,27,morning,11,1960
3507,1963.11.05.R,Papua New Guinea,New Britain,M,27,unknown,11,1960
3508,1963.11.04,Palau,Western Caroline Islands,M,35,night,11,1960
3509,1963.10.16,USA,Florida,M,28,afternoon,10,1960
3513,1963.09.22,Solomon Islands,Ysabel Island,M,30,afternoon,09,1960
3514,1963.09.13,Australia,New South Wales,M,18,morning,09,1960
3515,1963.09.10,USA,Florida,M,16,afternoon,09,1960
3516,1963.08.00,Dominican Republic,Santo Domingo,M,24,unknown,08,1960
3517,1963.07.28,Micronesia,Eastern Caroline Islands,M,26,morning,07,1960
3518,1963.07.15,USA,Florida,M,14,afternoon,07,1960
3519,1963.07.11,USA,Mississippi,M,24,unknown,07,1960
3521,1963.07.00,Panama,San Blas Coast,M,27,unknown,07,1960
3522,1963.06.01.b,Greece,Thessaly,F,42,afternoon,06,1960
3523,1963.06.01.a,Papua New Guinea,Central Province,M,30,morning,06,1960
3524,1963.05.18,USA,California,M,27,unknown,05,1960
3526,1963.04.22,Australia,New South Wales,M,27,unknown,04,1960
3527,1963.04.20,USA,Us Virgin Islands,M,25,afternoon,04,1960
3528,1963.04.17,South Africa,Kwazulu-Natal,M,15,afternoon,04,1960
3529,1963.04.13,Australia,Western Australia,M,25,unknown,04,1960
3530,1963.04.12,USA,Hawaii,M,15,afternoon,04,1960
3531,1963.04.08,USA,Hawaii,M,27,unknown,04,1960
3532,1963.03.30,Solomon Islands,Bougainville North Solomons,M,27,night,03,1960
3533,1963.02.27,Papua New Guinea,New Ireland Province,M,27,morning,02,1960
3534,1963.02.24,Australia,New South Wales,M,18,afternoon,02,1960
3535,1963.02.08,Fiji,Lomaiviti Island Group,M,28,morning,02,1960
3536,1963.02.06,Mauritius,Rodrigues,M,24,unknown,02,1960
3537,1963.02.04,USA,Florida,M,27,unknown,02,1960
3539,1963.01.28,Australia,New South Wales,F,32,afternoon,01,1960
3540,1963.01.26,Australia,New South Wales,M,25,afternoon,01,1960
3543,1963.01.12,South Africa,Eastern Cape Province,M,27,unknown,01,1960
3544,1963.01.11,South Africa,Kwazulu-Natal,M,27,afternoon,01,1960
3545,1963.01.06,South Africa,Kwazulu-Natal,M,24,afternoon,01,1960
3550,1962.12.30,South Africa,Kwazulu-Natal,M,27,morning,12,1960
3551,1962.12.09,Australia,South Australia,M,16,afternoon,12,1960
3553,1962.11.29,Australia,New South Wales,M,26,unknown,11,1960
3554,1962.11.25,Australia,Queensland,M,27,unknown,11,1960
3555,1962.11.11,USA,California,M,24,afternoon,11,1960
3558,1962.10.28,South Africa,Kwazulu-Natal,M,30,afternoon,10,1960
3559,1962.10.25,Mexico,Veracruz,M,32,morning,10,1960
3560,1962.10.15,Admiralty Islands,Manus Island,M,26,unknown,10,1960
3561,1962.10.14,Australia,South Australia,M,27,unknown,10,1960
3562,1962.10.06,USA,California,F,43,unknown,10,1960
3563,1962.10.00,Panama,Pinas Bay,M,1,unknown,10,1960
3564,1962.09.30,British West Indies,Grand Turk Island,M,24,afternoon,09,1960
3565,1962.09.22,Mexico,Veracruz,M,20,afternoon,09,1960
3566,1962.09.13,South Atlantic Ocean,Off Coast Of West Africa,M,29,unknown,09,1960
3567,1962.09.02,Italy,Tyrrhenian Sea,M,28,morning,09,1960
3568,1962.08.31.R,Israel,Sharon,M,27,unknown,08,1960
3569,"1962,08.30.b",Turkey,Antalya Province,M,27,unknown,08,1960
3570,1962.08.30.a,Papua New Guinea,Northern District,M,49,afternoon,08,1960
3571,1962.08.29,USA,California,M,39,morning,08,1960
3574,1962.08.19,USA,Texas,M,40,afternoon,08,1960
3575,1962.08.12,USA,New Jersey,M,24,afternoon,08,1960
3576,1962.08.01,Papua New Guinea,"New Ireland Province, Bismarck Archipelago",M,40,afternoon,08,1960
3577,1962.08.00.b,Italy,Tyrrhenian Sea,M,27,unknown,08,1960
3578,1962.08.00.a,Senegal,Cap Vert Peninsula,M,23,unknown,08,1960
3579,1962.07.28,USA,South Carolina,M,21,unknown,07,1960
3581,1962.07.19,USA,California,M,19,afternoon,07,1960
3582,1962.07.10,USA,Georgia,M,41,afternoon,07,1960
3583,1962.07.07,USA,Georgia,M,13,afternoon,07,1960
3585,1962.06.25,USA,Florida,M,27,unknown,06,1960
3587,1962.06.17,USA,Florida,M,11,morning,06,1960
3588,1962.06.11.b,USA,California,M,31,night,06,1960
3590,1962.06.11.a,USA,California,M,35,night,06,1960
3591,1962.06.10.b,Papua New Guinea,Madang Province,M,27,afternoon,06,1960
3592,1962.06.10.a,USA,South Carolina,M,13,afternoon,06,1960
3594,1962.06.04,USA,California,M,55,afternoon,06,1960
3595,1962.06.03,USA,Florida,M,31,afternoon,06,1960
3596,1962.05.29,USA,Florida,M,17,unknown,05,1960
3600,1962.04.09,Mozambique,Gaza,M,16,morning,04,1960
3601,1962.04.07,South Africa,Kwazulu-Natal,M,13,morning,04,1960
3603,1962.03.25.b,New Zealand,"Off The Coromandel Peninsula, North Island",M,27,unknown,03,1960
3605,1962.03.24,Papua New Guinea,Madang,M,10,afternoon,03,1960
3606,1962.02.23,Papua New Guinea,Central Province,M,27,unknown,02,1960
3607,1962.02.18,New Zealand,Southland,M,15,unknown,02,1960
3608,1962.02.15,Australia,Queensland,M,27,morning,02,1960
3609,1962.02.07,South Africa,Kwazulu-Natal,M,22,morning,02,1960
3610,1962.02.05,South Africa,Kwazulu-Natal,M,13,afternoon,02,1960
3611,1962.02.04,Australia,Queensland,M,35,afternoon,02,1960
3613,1962.02.00,Solomon Islands,Guadalcanal Province,M,27,unknown,02,1960
3614,1962.01.27,New Zealand,South Island,M,18,afternoon,01,1960
3615,1962.01.26,Mozambique,Gaza,M,16,unknown,01,1960
3616,1962.01.21,Australia,New South Wales,M,19,unknown,01,1960
3617,1962.01.18,South Africa,Kwazulu-Natal,M,40,afternoon,01,1960
3619,1962.01.15,New Zealand,North Island,M,44,afternoon,01,1960
3620,1962.01.14.c,USA,California,M,29,morning,01,1960
3622,1962.01.14.a,Australia,New South Wales,M,19,afternoon,01,1960
3624,1962.01.11.b,Papua New Guinea,"10ºs, 142ºe",M,24,afternoon,01,1960
3625,1962.01.11.a,New Zealand,South Island,F,54,evening,01,1960
3627,1962.01.08,Australia,New South Wales,M,25,unknown,01,1960
3632,1962.01.01,Marshall Islands,Kwajalein Atoll,M,57,afternoon,01,1960
3633,1962.00.00.c,Spain,Catalonia,F,27,unknown,unknown,1960
3635,1962.00.00.a,Australia,South Australia,M,27,unknown,unknown,1960
3636,1961.12.28.c,Australia,Queensland,F,18,afternoon,12,1960
3637,1961.12.28.b,Australia,Queensland,M,24,afternoon,12,1960
3638,1961.12.28.a,South Africa,Kwazulu-Natal,M,18,afternoon,12,1960
3639,1961.12.27,Australia,Western Australia,M,23,morning,12,1960
3641,1961.12.18.b,Mozambique,Gaza,M,20,afternoon,12,1960
3642,1961.12.18.a,Australia,Queensland,M,22,morning,12,1960
3643,1961.12.13,Australia,Torres Strait,M,17,afternoon,12,1960
3645,1961.10.27,Philippines,Western Luzon Island,M,27,unknown,10,1960
3646,1961.10.09,USA,Florida,M,45,unknown,10,1960
3647,1961.10.00.b,Vanuatu,Shefa Province,M,27,unknown,10,1960
3648,1961.10.00.a,USA,Florida,M,45,unknown,10,1960
3649,1961.09.26,USA,Florida,M,16,afternoon,09,1960
3650,1961.09.24.b,Croatia,Primorje-Gorski Kotar County,M,19,afternoon,09,1960
3652,1961.09.23,Mid Atlantic Ocean,165 Miles From Bermuda,M,22,morning,09,1960
3653,1961.09.07,Persian Gulf,25 Km Off The Coast Of Iran & 483Km From Mouth Of Persian Gulf,M,27,morning,09,1960
3654,1961.09.02.R,Italy,Venice Province,M,35,unknown,09,1960
3656,1961.08.20,USA,California,M,16,morning,08,1960
3657,1961.08.16,USA,South Carolina,M,19,morning,08,1960
3659,1961.08.02,USA,Hawaii,M,38,afternoon,08,1960
3660,1961.08.01,Papua New Guinea,Sandaun Province,M,27,unknown,08,1960
3661,1961.07.29,USA,New York,M,57,afternoon,07,1960
3662,1961.07.16,Turkey,Anatolia,M,16,unknown,07,1970
3664,1961.07.00.b,Italy,Adriatic Sea,M,21,afternoon,07,1960
3666,1961.06.24,USA,Florida,M,23,morning,06,1960
3667,1961.06.18,USA,Florida,M,25,afternoon,06,1960
3668,1961.06.06.R,USA,Florida,M,27,unknown,06,1960
3669,1961.06.02,New Britain,East New Britain Province,M,27,unknown,06,1960
3670,1961.06.01,Papua New Guinea,"Admiralty Islands, Manus Province",M,19,unknown,06,1960
3671,1961.05.21,USA,California,M,20,morning,05,1960
3672,1961.05.17,New Britain,East New Britain Province,M,27,unknown,05,1960
3673,1961.05.15,USA,Florida,M,52,morning,05,1960
3674,1961.05.07,Australia,Western Australia,M,27,unknown,05,1960
3675,1961.04.30,USA,Florida,M,10,afternoon,04,1960
3676,1961.04.25,Australia,New South Wales,M,27,afternoon,04,1960
3677,1961.04.21,Mozambique,Gaza,M,37,morning,04,1960
3678,1961.04.17,South Africa,Eastern Cape Province,M,27,unknown,04,1960
3679,1961.04.16.b,USA,Florida,M,22,unknown,04,1960
3680,1961.04.16.a,Australia,New South Wales,M,21,unknown,04,1960
3681,1961.04.14,Australia,New South Wales,M,40,night,04,1960
3682,1961.04.09,Mozambique,Gaza,M,38,morning,04,1960
3684,1961.04.03,Australia,Victoria,M,24,unknown,04,1960
3685,1961.04.00,Australia,Western Australia,M,27,unknown,04,1960
3686,1961.03.30,Australia,South Australia,M,24,unknown,03,1960
3687,1961.03.18,Australia,Victoria,M,24,afternoon,03,1960
